"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0051497","negative regulation of stress fiber assembly","BP",24,7,8,0.120165655700984,0.0306966545113066
"GO:0051571","positive regulation of histone H3-K4 methylation","BP",24,5,8,0.429479447222637,0.0306966545113066
"GO:0072525","pyridine-containing compound biosynthetic process","BP",24,5,8,0.429479447222637,0.0306966545113066
"GO:0006359","regulation of transcription by RNA polymerase III","BP",24,3,8,0.827139595186381,0.0306966545113066
"GO:1904062","regulation of cation transmembrane transport","BP",249,52,52,0.117784253703008,0.0306992212321095
"GO:0017038","protein import","BP",154,37,34,0.030909730220866,0.0349119622676921
"GO:0048659","smooth muscle cell proliferation","BP",111,28,22,0.0311249200657188,0.182983612955724
"GO:0007129","homologous chromosome pairing at meiosis","BP",42,12,12,0.0582287120924321,0.0312606108428169
"GO:0018023","peptidyl-lysine trimethylation","BP",42,10,12,0.203032871363226,0.0312606108428169
"GO:0043502","regulation of muscle adaptation","BP",61,12,16,0.402348642964465,0.0312704749537859
"GO:0033045","regulation of sister chromatid segregation","BP",61,15,16,0.113943909504344,0.0312704749537859
"GO:0001905","activation of membrane attack complex","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0007571","age-dependent general metabolic decline","BP",2,2,0,0.0317103595421888,1
"GO:0001306","age-dependent response to oxidative stress","BP",2,2,0,0.0317103595421888,1
"GO:1900204","apoptotic process involved in metanephric collecting duct development","BP",2,2,0,0.0317103595421888,1
"GO:1900205","apoptotic process involved in metanephric nephron tubule development","BP",2,2,0,0.0317103595421888,1
"GO:0003290","atrial septum secundum morphogenesis","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0002344","B cell affinity maturation","BP",2,2,0,0.0317103595421888,1
"GO:1904886","beta-catenin destruction complex disassembly","BP",2,2,0,0.0317103595421888,1
"GO:0009785","blue light signaling pathway","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:1904954","canonical Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation","BP",2,2,0,0.0317103595421888,1
"GO:0044336","canonical Wnt signaling pathway involved in negative regulation of apoptotic process","BP",2,2,0,0.0317103595421888,1
"GO:0044334","canonical Wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition","BP",2,2,0,0.0317103595421888,1
"GO:0035783","CD4-positive, alpha-beta T cell costimulation","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0060689","cell differentiation involved in salivary gland development","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0090346","cellular organofluorine metabolic process","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0090345","cellular organohalogen metabolic process","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0071483","cellular response to blue light","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0071874","cellular response to norepinephrine stimulus","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0090222","centrosome-templated microtubule nucleation","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0006248","CMP catabolic process","BP",2,2,0,0.0317103595421888,1
"GO:0046035","CMP metabolic process","BP",2,2,0,0.0317103595421888,1
"GO:0046061","dATP catabolic process","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0072069","DCT cell differentiation","BP",2,2,0,0.0317103595421888,1
"GO:1990502","dense core granule maturation","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0019348","dolichol metabolic process","BP",2,2,0,0.0317103595421888,1
"GO:0097070","ductus arteriosus closure","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0021538","epithalamus development","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0006543","glutamine catabolic process","BP",2,2,0,0.0317103595421888,1
"GO:0038157","granulocyte-macrophage colony-stimulating factor signaling pathway","BP",2,2,0,0.0317103595421888,1
"GO:0021986","habenula development","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0099703","induction of synaptic vesicle exocytosis by positive regulation of presynaptic cytosolic calcium ion concentration","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0038043","interleukin-5-mediated signaling pathway","BP",2,2,0,0.0317103595421888,1
"GO:0072004","kidney field specification","BP",2,2,0,0.0317103595421888,1
"GO:0002254","kinin cascade","BP",2,2,0,0.0317103595421888,1
"GO:2001295","malonyl-CoA biosynthetic process","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0060763","mammary duct terminal end bud growth","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0051257","meiotic spindle midzone assembly","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0097324","melanocyte migration","BP",2,2,0,0.0317103595421888,1
"GO:1901147","mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis","BP",2,2,0,0.0317103595421888,1
"GO:0072309","mesenchymal stem cell maintenance involved in metanephric nephron morphogenesis","BP",2,2,0,0.0317103595421888,1
"GO:0072240","metanephric DCT cell differentiation","BP",2,2,0,0.0317103595421888,1
"GO:0006431","methionyl-tRNA aminoacylation","BP",2,2,0,0.0317103595421888,1
"GO:0097089","methyl-branched fatty acid metabolic process","BP",2,2,0,0.0317103595421888,1
"GO:0051012","microtubule sliding","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0044068","modulation by symbiont of host cellular process","BP",2,2,0,0.0317103595421888,1
"GO:0044003","modulation by symbiont of host process","BP",2,2,0,0.0317103595421888,1
"GO:0052040","modulation by symbiont of host programmed cell death","BP",2,2,0,0.0317103595421888,1
"GO:0019054","modulation by virus of host cellular process","BP",2,2,0,0.0317103595421888,1
"GO:0019048","modulation by virus of host process","BP",2,2,0,0.0317103595421888,1
"GO:0006500","N-terminal protein palmitoylation","BP",2,2,0,0.0317103595421888,1
"GO:1905675","negative regulation of adaptive immune memory response","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:1900215","negative regulation of apoptotic process involved in metanephric collecting duct development","BP",2,2,0,0.0317103595421888,1
"GO:1900218","negative regulation of apoptotic process involved in metanephric nephron tubule development","BP",2,2,0,0.0317103595421888,1
"GO:0006933","negative regulation of cell adhesion involved in substrate-bound cell migration","BP",2,2,0,0.0317103595421888,1
"GO:0072305","negative regulation of mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis","BP",2,2,0,0.0317103595421888,1
"GO:0070256","negative regulation of mucus secretion","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:1902856","negative regulation of non-motile cilium assembly","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:1903060","negative regulation of protein lipidation","BP",2,2,0,0.0317103595421888,1
"GO:2000297","negative regulation of synapse maturation","BP",2,2,0,0.0317103595421888,1
"GO:0070495","negative regulation of thrombin-activated receptor signaling pathway","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:2000820","negative regulation of transcription from RNA polymerase II promoter involved in smooth muscle cell differentiation","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0021997","neural plate axis specification","BP",2,2,0,0.0317103595421888,1
"GO:0097118","neuroligin clustering involved in postsynaptic membrane assembly","BP",2,2,0,0.0317103595421888,1
"GO:0010813","neuropeptide catabolic process","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0039017","pattern specification involved in pronephros development","BP",2,2,0,0.0317103595421888,1
"GO:0002343","peripheral B cell selection","BP",2,2,0,0.0317103595421888,1
"GO:0032290","peripheral nervous system myelin formation","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0002353","plasma kallikrein-kinin cascade","BP",2,2,0,0.0317103595421888,1
"GO:0055025","positive regulation of cardiac muscle tissue development","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:1905920","positive regulation of CoA-transferase activity","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:2000594","positive regulation of metanephric DCT cell differentiation","BP",2,2,0,0.0317103595421888,1
"GO:0035505","positive regulation of myosin light chain kinase activity","BP",2,2,0,0.0317103595421888,1
"GO:1903862","positive regulation of oxidative phosphorylation","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:2000470","positive regulation of peroxidase activity","BP",2,2,0,0.0317103595421888,1
"GO:0090362","positive regulation of platelet-derived growth factor production","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0099533","positive regulation of presynaptic cytosolic calcium concentration","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:1904100","positive regulation of protein O-linked glycosylation","BP",2,2,0,0.0317103595421888,1
"GO:1901079","positive regulation of relaxation of muscle","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0062029","positive regulation of stress granule assembly","BP",2,2,0,0.0317103595421888,1
"GO:0032226","positive regulation of synaptic transmission, dopaminergic","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:1904744","positive regulation of telomeric DNA binding","BP",2,2,0,0.0317103595421888,1
"GO:0032773","positive regulation of tyrosinase activity","BP",2,2,0,0.0317103595421888,1
"GO:0039003","pronephric field specification","BP",2,2,0,0.0317103595421888,1
"GO:0001969","regulation of activation of membrane attack complex","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:1900214","regulation of apoptotic process involved in metanephric collecting duct development","BP",2,2,0,0.0317103595421888,1
"GO:1900217","regulation of apoptotic process involved in metanephric nephron tubule development","BP",2,2,0,0.0317103595421888,1
"GO:0030997","regulation of centriole-centriole cohesion","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:1905918","regulation of CoA-transferase activity","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0048696","regulation of collateral sprouting in absence of injury","BP",2,2,0,0.0317103595421888,1
"GO:2000852","regulation of corticosterone secretion","BP",2,2,0,0.0317103595421888,1
"GO:0032954","regulation of cytokinetic process","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0003064","regulation of heart rate by hormone","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:1901252","regulation of intracellular transport of viral material","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0072304","regulation of mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis","BP",2,2,0,0.0317103595421888,1
"GO:2000592","regulation of metanephric DCT cell differentiation","BP",2,2,0,0.0317103595421888,1
"GO:0035504","regulation of myosin light chain kinase activity","BP",2,2,0,0.0317103595421888,1
"GO:0032899","regulation of neurotrophin production","BP",2,2,0,0.0317103595421888,1
"GO:0051621","regulation of norepinephrine uptake","BP",2,2,0,0.0317103595421888,1
"GO:1904098","regulation of protein O-linked glycosylation","BP",2,2,0,0.0317103595421888,1
"GO:0070494","regulation of thrombin-activated receptor signaling pathway","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0032771","regulation of tyrosinase activity","BP",2,2,0,0.0317103595421888,1
"GO:0071140","resolution of mitotic recombination intermediates","BP",2,2,0,0.0317103595421888,1
"GO:0071873","response to norepinephrine","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0071076","RNA 3' uridylation","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0060662","salivary gland cavitation","BP",2,2,0,0.0317103595421888,1
"GO:0061792","secretory granule maturation","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0051563","smooth endoplasmic reticulum calcium ion homeostasis","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0060083","smooth muscle contraction involved in micturition","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0021938","smoothened signaling pathway involved in regulation of cerebellar granule cell precursor cell proliferation","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0120049","snRNA (adenine-N6)-methylation","BP",2,2,0,0.0317103595421888,1
"GO:0071109","superior temporal gyrus development","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0042271","susceptibility to natural killer cell mediated cytotoxicity","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0060370","susceptibility to T cell mediated cytotoxicity","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0036510","trimming of terminal mannose on C branch","BP",2,2,1,0.0317103595421888,0.298358267363055
"GO:0060605","tube lumen cavitation","BP",2,2,0,0.0317103595421888,1
"GO:0034418","urate biosynthetic process","BP",2,2,0,0.0317103595421888,1
"GO:0042760","very long-chain fatty acid catabolic process","BP",2,2,0,0.0317103595421888,1
"GO:0045218","zonula adherens maintenance","BP",2,2,0,0.0317103595421888,1
"GO:0072593","reactive oxygen species metabolic process","BP",164,39,27,0.0317355146864991,0.501267127124625
"GO:0046513","ceramide biosynthetic process","BP",56,16,14,0.0318442339914989,0.0604976220873217
"GO:0140029","exocytic process","BP",56,16,8,0.0318442339914989,0.708513659264126
"GO:0016053","organic acid biosynthetic process","BP",233,53,42,0.0318472842021313,0.252347794035707
"GO:0015801","aromatic amino acid transport","BP",11,5,3,0.0319618385973936,0.259483332607468
"GO:0016024","CDP-diacylglycerol biosynthetic process","BP",11,5,1,0.0319618385973936,0.857626945394437
"GO:0071474","cellular hyperosmotic response","BP",11,5,1,0.0319618385973936,0.857626945394437
"GO:0051299","centrosome separation","BP",11,5,1,0.0319618385973936,0.857626945394437
"GO:0070254","mucus secretion","BP",11,5,2,0.0319618385973936,0.553898888092848
"GO:0030889","negative regulation of B cell proliferation","BP",11,5,4,0.0319618385973936,0.0883127161110759
"GO:0042754","negative regulation of circadian rhythm","BP",11,5,4,0.0319618385973936,0.0883127161110759
"GO:0060967","negative regulation of gene silencing by RNA","BP",11,5,4,0.0319618385973936,0.0883127161110759
"GO:0060149","negative regulation of post-transcriptional gene silencing","BP",11,5,4,0.0319618385973936,0.0883127161110759
"GO:1900369","negative regulation of post-transcriptional gene silencing by RNA","BP",11,5,4,0.0319618385973936,0.0883127161110759
"GO:0030903","notochord development","BP",11,5,3,0.0319618385973936,0.259483332607468
"GO:0051081","nuclear membrane disassembly","BP",11,5,3,0.0319618385973936,0.259483332607468
"GO:0034393","positive regulation of smooth muscle cell apoptotic process","BP",11,5,4,0.0319618385973936,0.0883127161110759
"GO:0009151","purine deoxyribonucleotide metabolic process","BP",11,5,3,0.0319618385973936,0.259483332607468
"GO:0042451","purine nucleoside biosynthetic process","BP",11,5,3,0.0319618385973936,0.259483332607468
"GO:0046129","purine ribonucleoside biosynthetic process","BP",11,5,3,0.0319618385973936,0.259483332607468
"GO:0030852","regulation of granulocyte differentiation","BP",11,5,3,0.0319618385973936,0.259483332607468
"GO:1901841","regulation of high voltage-gated calcium channel activity","BP",11,5,2,0.0319618385973936,0.553898888092848
"GO:0042455","ribonucleoside biosynthetic process","BP",11,5,3,0.0319618385973936,0.259483332607468
"GO:0040029","regulation of gene expression, epigenetic","BP",116,29,22,0.0320294386561932,0.245511709449311
"GO:0007094","mitotic spindle assembly checkpoint signaling","BP",33,10,10,0.0560851318536171,0.0321310477388323
"GO:0071174","mitotic spindle checkpoint signaling","BP",33,10,10,0.0560851318536171,0.0321310477388323
"GO:0032892","positive regulation of organic acid transport","BP",33,8,10,0.223156920951323,0.0321310477388323
"GO:0033120","positive regulation of RNA splicing","BP",33,9,10,0.118830408058856,0.0321310477388323
"GO:0051445","regulation of meiotic cell cycle","BP",33,7,10,0.371366025515102,0.0321310477388323
"GO:0071173","spindle assembly checkpoint signaling","BP",33,10,10,0.0560851318536171,0.0321310477388323
"GO:0060993","kidney morphogenesis","BP",65,18,16,0.0321336977697694,0.0532710294386743
"GO:0050772","positive regulation of axonogenesis","BP",65,18,15,0.0321336977697694,0.0955489855850445
"GO:1904035","regulation of epithelial cell apoptotic process","BP",65,18,14,0.0321336977697694,0.159788534322045
"GO:1901184","regulation of ERBB signaling pathway","BP",65,18,9,0.0321336977697694,0.748928469166151
"GO:0002200","somatic diversification of immune receptors","BP",65,18,11,0.0321336977697694,0.491899887915914
"GO:0050764","regulation of phagocytosis","BP",71,18,18,0.0701222222555002,0.0322294402070385
"GO:0003015","heart process","BP",174,41,37,0.0324164151200973,0.0478446842740887
"GO:1904659","glucose transmembrane transport","BP",86,22,21,0.0448948371058025,0.0324627342764201
"GO:0061387","regulation of extent of cell growth","BP",86,21,21,0.0754805589889238,0.0324627342764201
"GO:0043038","amino acid activation","BP",43,13,12,0.0325103395233967,0.0371583663228406
"GO:0042987","amyloid precursor protein catabolic process","BP",43,13,6,0.0325103395233967,0.719780669956514
"GO:0048255","mRNA stabilization","BP",43,13,10,0.0325103395233967,0.148617547496336
"GO:0043550","regulation of lipid kinase activity","BP",43,13,7,0.0325103395233967,0.56077045135276
"GO:0150115","cell-substrate junction organization","BP",81,20,20,0.0739524781904078,0.0325108447013534
"GO:0006497","protein lipidation","BP",81,19,20,0.119775370579085,0.0325108447013534
"GO:0071549","cellular response to dexamethasone stimulus","BP",20,7,7,0.0509643489662402,0.0325803025063775
"GO:0048566","embryonic digestive tract development","BP",20,7,7,0.0509643489662402,0.0325803025063775
"GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP",20,5,7,0.276947120795638,0.0325803025063775
"GO:0051307","meiotic chromosome separation","BP",20,3,7,0.718038494675584,0.0325803025063775
"GO:0031061","negative regulation of histone methylation","BP",20,6,7,0.130339744994177,0.0325803025063775
"GO:0033119","negative regulation of RNA splicing","BP",20,6,7,0.130339744994177,0.0325803025063775
"GO:0051647","nucleus localization","BP",20,7,7,0.0509643489662402,0.0325803025063775
"GO:0006658","phosphatidylserine metabolic process","BP",20,3,7,0.718038494675584,0.0325803025063775
"GO:0046599","regulation of centriole replication","BP",20,7,7,0.0509643489662402,0.0325803025063775
"GO:0042634","regulation of hair cycle","BP",20,3,7,0.718038494675584,0.0325803025063775
"GO:0048169","regulation of long-term neuronal synaptic plasticity","BP",20,7,7,0.0509643489662402,0.0325803025063775
"GO:0014072","response to isoquinoline alkaloid","BP",20,4,7,0.488426623689542,0.0325803025063775
"GO:0043278","response to morphine","BP",20,4,7,0.488426623689542,0.0325803025063775
"GO:0036314","response to sterol","BP",20,3,7,0.718038494675584,0.0325803025063775
"GO:0106074","aminoacyl-tRNA metabolism involved in translational fidelity","BP",12,5,5,0.046930407319259,0.0327524176417551
"GO:0035729","cellular response to hepatocyte growth factor stimulus","BP",12,2,5,0.657948259076505,0.0327524176417551
"GO:0010457","centriole-centriole cohesion","BP",12,5,5,0.046930407319259,0.0327524176417551
"GO:0031958","corticosteroid receptor signaling pathway","BP",12,5,5,0.046930407319259,0.0327524176417551
"GO:0042921","glucocorticoid receptor signaling pathway","BP",12,5,5,0.046930407319259,0.0327524176417551
"GO:0036124","histone H3-K9 trimethylation","BP",12,5,5,0.046930407319259,0.0327524176417551
"GO:0032511","late endosome to vacuole transport via multivesicular body sorting pathway","BP",12,4,5,0.150622107001385,0.0327524176417551
"GO:0010934","macrophage cytokine production","BP",12,3,5,0.363380398536661,0.0327524176417551
"GO:0060039","pericardium development","BP",12,3,5,0.363380398536661,0.0327524176417551
"GO:1903265","positive regulation of tumor necrosis factor-mediated signaling pathway","BP",12,4,5,0.150622107001385,0.0327524176417551
"GO:0010935","regulation of macrophage cytokine production","BP",12,3,5,0.363380398536661,0.0327524176417551
"GO:1904814","regulation of protein localization to chromosome, telomeric region","BP",12,2,5,0.657948259076505,0.0327524176417551
"GO:0014874","response to stimulus involved in regulation of muscle adaptation","BP",12,1,5,0.905036971988901,0.0327524176417551
"GO:0032252","secretory granule localization","BP",12,2,5,0.657948259076505,0.0327524176417551
"GO:0039692","single stranded viral RNA replication via double stranded DNA intermediate","BP",12,3,5,0.363380398536661,0.0327524176417551
"GO:0098792","xenophagy","BP",12,3,5,0.363380398536661,0.0327524176417551
"GO:0006893","Golgi to plasma membrane transport","BP",47,13,13,0.0630175550550154,0.0330209029817429
"GO:0014068","positive regulation of phosphatidylinositol 3-kinase signaling","BP",47,11,13,0.204003675551759,0.0330209029817429
"GO:0002711","positive regulation of T cell mediated immunity","BP",47,13,13,0.0630175550550154,0.0330209029817429
"GO:0006189","'de novo' IMP biosynthetic process","BP",5,2,3,0.218560952785449,0.0330317672165237
"GO:1900619","acetate ester metabolic process","BP",5,2,3,0.218560952785449,0.0330317672165237
"GO:0008291","acetylcholine metabolic process","BP",5,2,3,0.218560952785449,0.0330317672165237
"GO:0060478","acrosomal vesicle exocytosis","BP",5,1,3,0.624972706063482,0.0330317672165237
"GO:0007195","adenylate cyclase-inhibiting dopamine receptor signaling pathway","BP",5,1,3,0.624972706063482,0.0330317672165237
"GO:0032342","aldosterone biosynthetic process","BP",5,1,3,0.624972706063482,0.0330317672165237
"GO:1990048","anterograde neuronal dense core vesicle transport","BP",5,0,3,1,0.0330317672165237
"GO:0002428","antigen processing and presentation of peptide antigen via MHC class Ib","BP",5,2,3,0.218560952785449,0.0330317672165237
"GO:0016198","axon choice point recognition","BP",5,2,3,0.218560952785449,0.0330317672165237
"GO:0016199","axon midline choice point recognition","BP",5,2,3,0.218560952785449,0.0330317672165237
"GO:0060449","bud elongation involved in lung branching","BP",5,1,3,0.624972706063482,0.0330317672165237
"GO:1903843","cellular response to arsenite ion","BP",5,2,3,0.218560952785449,0.0330317672165237
"GO:0071350","cellular response to interleukin-15","BP",5,1,3,0.624972706063482,0.0330317672165237
"GO:0021540","corpus callosum morphogenesis","BP",5,2,3,0.218560952785449,0.0330317672165237
"GO:0046121","deoxyribonucleoside catabolic process","BP",5,2,3,0.218560952785449,0.0330317672165237
"GO:0031017","exocrine pancreas development","BP",5,3,3,0.042451648543406,0.0330317672165237
"GO:0090269","fibroblast growth factor production","BP",5,2,3,0.218560952785449,0.0330317672165237
"GO:0061535","glutamate secretion, neurotransmission","BP",5,1,3,0.624972706063482,0.0330317672165237
"GO:0044648","histone H3-K4 dimethylation","BP",5,3,3,0.042451648543406,0.0330317672165237
"GO:0035723","interleukin-15-mediated signaling pathway","BP",5,1,3,0.624972706063482,0.0330317672165237
"GO:0072161","mesenchymal cell differentiation involved in kidney development","BP",5,1,3,0.624972706063482,0.0330317672165237
"GO:2001012","mesenchymal cell differentiation involved in renal system development","BP",5,1,3,0.624972706063482,0.0330317672165237
"GO:0014004","microglia differentiation","BP",5,2,3,0.218560952785449,0.0330317672165237
"GO:1900425","negative regulation of defense response to bacterium","BP",5,0,3,1,0.0330317672165237
"GO:1901078","negative regulation of relaxation of muscle","BP",5,1,3,0.624972706063482,0.0330317672165237
"GO:0006297","nucleotide-excision repair, DNA gap filling","BP",5,1,3,0.624972706063482,0.0330317672165237
"GO:0072675","osteoclast fusion","BP",5,1,3,0.624972706063482,0.0330317672165237
"GO:0002760","positive regulation of antimicrobial humoral response","BP",5,0,3,1,0.0330317672165237
"GO:0002225","positive regulation of antimicrobial peptide production","BP",5,0,3,1,0.0330317672165237
"GO:0042270","protection from natural killer cell mediated cytotoxicity","BP",5,3,3,0.042451648543406,0.0330317672165237
"GO:0061156","pulmonary artery morphogenesis","BP",5,2,3,0.218560952785449,0.0330317672165237
"GO:0002786","regulation of antibacterial peptide production","BP",5,0,3,1,0.0330317672165237
"GO:1900157","regulation of bone mineralization involved in bone maturation","BP",5,1,3,0.624972706063482,0.0330317672165237
"GO:0090270","regulation of fibroblast growth factor production","BP",5,2,3,0.218560952785449,0.0330317672165237
"GO:0040009","regulation of growth rate","BP",5,2,3,0.218560952785449,0.0330317672165237
"GO:1905380","regulation of snRNA transcription by RNA polymerase II","BP",5,2,3,0.218560952785449,0.0330317672165237
"GO:0098693","regulation of synaptic vesicle cycle","BP",5,1,3,0.624972706063482,0.0330317672165237
"GO:1903842","response to arsenite ion","BP",5,2,3,0.218560952785449,0.0330317672165237
"GO:1901563","response to camptothecin","BP",5,1,3,0.624972706063482,0.0330317672165237
"GO:0006616","SRP-dependent cotranslational protein targeting to membrane, translocation","BP",5,2,3,0.218560952785449,0.0330317672165237
"GO:0032201","telomere maintenance via semi-conservative replication","BP",5,2,3,0.218560952785449,0.0330317672165237
"GO:0002461","tolerance induction dependent upon immune response","BP",5,3,3,0.042451648543406,0.0330317672165237
"GO:0019441","tryptophan catabolic process to kynurenine","BP",5,0,3,1,0.0330317672165237
"GO:0014832","urinary bladder smooth muscle contraction","BP",5,2,3,0.218560952785449,0.0330317672165237
"GO:0045017","glycerolipid biosynthetic process","BP",196,41,42,0.147284775611892,0.0331264243677986
"GO:0034612","response to tumor necrosis factor","BP",180,33,39,0.457325852939284,0.0332963250281732
"GO:0050953","sensory perception of light stimulus","BP",150,36,25,0.0333875542527299,0.477147829757412
"GO:0065004","protein-DNA complex assembly","BP",143,23,32,0.73800577714329,0.0335596996890679
"GO:0098868","bone growth","BP",16,2,6,0.806399230343139,0.0335934392769334
"GO:0060216","definitive hemopoiesis","BP",16,3,6,0.562017969197369,0.0335934392769334
"GO:0003416","endochondral bone growth","BP",16,2,6,0.806399230343139,0.0335934392769334
"GO:0043984","histone H4-K16 acetylation","BP",16,4,6,0.314844370323737,0.0335934392769334
"GO:0000291","nuclear-transcribed mRNA catabolic process, exonucleolytic","BP",16,4,6,0.314844370323737,0.0335934392769334
"GO:1904263","positive regulation of TORC1 signaling","BP",16,5,6,0.140797817326515,0.0335934392769334
"GO:0015986","proton motive force-driven ATP synthesis","BP",16,4,6,0.314844370323737,0.0335934392769334
"GO:0010288","response to lead ion","BP",16,6,6,0.0503268556790675,0.0335934392769334
"GO:0042574","retinal metabolic process","BP",16,2,6,0.806399230343139,0.0335934392769334
"GO:0035966","response to topologically incorrect protein","BP",126,31,25,0.0336245754203223,0.163083560383411
"GO:0046488","phosphatidylinositol metabolic process","BP",117,25,27,0.185754266908998,0.0337978891985064
"GO:0009617","response to bacterium","BP",473,92,92,0.187824030093858,0.0339613475527772
"GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","BP",52,15,12,0.0340844990938404,0.126675470015625
"GO:0045913","positive regulation of carbohydrate metabolic process","BP",52,15,9,0.0340844990938404,0.474330115679431
"GO:0071870","cellular response to catecholamine stimulus","BP",70,19,15,0.0343483088068131,0.154177292425558
"GO:0071868","cellular response to monoamine stimulus","BP",70,19,15,0.0343483088068131,0.154177292425558
"GO:0097581","lamellipodium organization","BP",70,19,17,0.0343483088068131,0.0530385130349345
"GO:0001657","ureteric bud development","BP",70,19,16,0.0343483088068131,0.0934457685631045
"GO:0070830","bicellular tight junction assembly","BP",52,10,14,0.450058877974239,0.0343501949653262
"GO:0043954","cellular component maintenance","BP",52,13,14,0.121963109244593,0.0343501949653262
"GO:0002761","regulation of myeloid leukocyte differentiation","BP",84,22,17,0.0353179516943801,0.195307070203412
"GO:0022904","respiratory electron transport chain","BP",84,22,20,0.0353179516943801,0.0460719043237805
"GO:0086001","cardiac muscle cell action potential","BP",57,15,15,0.0706753726201528,0.0353227857270169
"GO:0003300","cardiac muscle hypertrophy","BP",57,14,15,0.124668713772025,0.0353227857270169
"GO:0007616","long-term memory","BP",29,4,9,0.785038290997232,0.0354722974389777
"GO:0016242","negative regulation of macroautophagy","BP",29,7,9,0.24868913930735,0.0354722974389777
"GO:0051954","positive regulation of amine transport","BP",29,7,9,0.24868913930735,0.0354722974389777
"GO:2000772","regulation of cellular senescence","BP",29,7,9,0.24868913930735,0.0354722974389777
"GO:0010662","regulation of striated muscle cell apoptotic process","BP",29,6,9,0.415344483904829,0.0354722974389777
"GO:0030048","actin filament-based movement","BP",97,23,23,0.0856104227760851,0.0358045760876051
"GO:0006942","regulation of striated muscle contraction","BP",62,14,16,0.203394954497524,0.0360002504764584
"GO:0001825","blastocyst formation","BP",35,11,7,0.0360426147303139,0.337638308514223
"GO:0006195","purine nucleotide catabolic process","BP",35,11,8,0.0360426147303139,0.197385007929513
"GO:0043551","regulation of phosphatidylinositol 3-kinase activity","BP",35,11,5,0.0360426147303139,0.692562361176296
"GO:0060338","regulation of type I interferon-mediated signaling pathway","BP",35,11,8,0.0360426147303139,0.197385007929513
"GO:0009261","ribonucleotide catabolic process","BP",35,11,8,0.0360426147303139,0.197385007929513
"GO:0008203","cholesterol metabolic process","BP",92,18,22,0.370416264760808,0.0361709874688222
