"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0071786","endoplasmic reticulum tubular network organization","BP",16,7,4,0.0807017803558737,0.24659201740389
"GO:0032891","negative regulation of organic acid transport","BP",16,7,3,0.0807017803558737,0.484605596602009
"GO:0002283","neutrophil activation involved in immune response","BP",16,7,4,0.0807017803558737,0.24659201740389
"GO:0061081","positive regulation of myeloid leukocyte cytokine production involved in immune response","BP",16,7,4,0.0807017803558737,0.24659201740389
"GO:1904263","positive regulation of TORC1 signaling","BP",16,7,2,0.0807017803558737,0.751991198933182
"GO:0050855","regulation of B cell receptor signaling pathway","BP",16,7,2,0.0807017803558737,0.751991198933182
"GO:0035330","regulation of hippo signaling","BP",16,7,5,0.0807017803558737,0.0990955529475514
"GO:0010155","regulation of proton transport","BP",16,7,3,0.0807017803558737,0.484605596602009
"GO:0043576","regulation of respiratory gaseous exchange","BP",16,7,3,0.0807017803558737,0.484605596602009
"GO:2001014","regulation of skeletal muscle cell differentiation","BP",16,7,4,0.0807017803558737,0.24659201740389
"GO:0035809","regulation of urine volume","BP",16,7,4,0.0807017803558737,0.24659201740389
"GO:0001964","startle response","BP",16,7,2,0.0807017803558737,0.751991198933182
"GO:1902644","tertiary alcohol metabolic process","BP",16,7,0,0.0807017803558737,1
"GO:0034138","toll-like receptor 3 signaling pathway","BP",16,7,1,0.0807017803558737,0.938826715832372
"GO:0048199","vesicle targeting, to, from or within Golgi","BP",16,7,3,0.0807017803558737,0.484605596602009
"GO:0051851","modulation by host of symbiont process","BP",54,16,13,0.264230896558079,0.0811717327819988
"GO:0003151","outflow tract morphogenesis","BP",54,16,13,0.264230896558079,0.0811717327819988
"GO:0014909","smooth muscle cell migration","BP",54,16,13,0.264230896558079,0.0811717327819988
"GO:0009265","2'-deoxyribonucleotide biosynthetic process","BP",13,6,1,0.0812668074556056,0.896685392106926
"GO:0002093","auditory receptor cell morphogenesis","BP",13,6,2,0.0812668074556056,0.640351721999861
"GO:0060706","cell differentiation involved in embryonic placenta development","BP",13,6,3,0.0812668074556056,0.346926703272239
"GO:0009263","deoxyribonucleotide biosynthetic process","BP",13,6,1,0.0812668074556056,0.896685392106926
"GO:0046385","deoxyribose phosphate biosynthetic process","BP",13,6,1,0.0812668074556056,0.896685392106926
"GO:0036303","lymph vessel morphogenesis","BP",13,6,2,0.0812668074556056,0.640351721999861
"GO:0044546","NLRP3 inflammasome complex assembly","BP",13,6,2,0.0812668074556056,0.640351721999861
"GO:0048486","parasympathetic nervous system development","BP",13,6,0,0.0812668074556056,1
"GO:0036151","phosphatidylcholine acyl-chain remodeling","BP",13,6,3,0.0812668074556056,0.346926703272239
"GO:0033630","positive regulation of cell adhesion mediated by integrin","BP",13,6,2,0.0812668074556056,0.640351721999861
"GO:1904294","positive regulation of ERAD pathway","BP",13,6,4,0.0812668074556056,0.141740370547081
"GO:1903209","positive regulation of oxidative stress-induced cell death","BP",13,6,1,0.0812668074556056,0.896685392106926
"GO:2000679","positive regulation of transcription regulatory region DNA binding","BP",13,6,2,0.0812668074556056,0.640351721999861
"GO:0051290","protein heterotetramerization","BP",13,6,3,0.0812668074556056,0.346926703272239
"GO:1990173","protein localization to nucleoplasm","BP",13,6,3,0.0812668074556056,0.346926703272239
"GO:0070206","protein trimerization","BP",13,6,3,0.0812668074556056,0.346926703272239
"GO:1900034","regulation of cellular response to heat","BP",13,6,4,0.0812668074556056,0.141740370547081
"GO:0045540","regulation of cholesterol biosynthetic process","BP",13,6,3,0.0812668074556056,0.346926703272239
"GO:2001044","regulation of integrin-mediated signaling pathway","BP",13,6,1,0.0812668074556056,0.896685392106926
"GO:1900225","regulation of NLRP3 inflammasome complex assembly","BP",13,6,2,0.0812668074556056,0.640351721999861
"GO:0048172","regulation of short-term neuronal synaptic plasticity","BP",13,6,3,0.0812668074556056,0.346926703272239
"GO:0106118","regulation of sterol biosynthetic process","BP",13,6,3,0.0812668074556056,0.346926703272239
"GO:0055093","response to hyperoxia","BP",13,6,1,0.0812668074556056,0.896685392106926
"GO:0003222","ventricular trabecula myocardium morphogenesis","BP",13,6,2,0.0812668074556056,0.640351721999861
"GO:0006820","anion transport","BP",378,103,71,0.178232028099914,0.0813990092342092
"GO:0046849","bone remodeling","BP",59,20,13,0.0816865851137995,0.139952774098913
"GO:0032543","mitochondrial translation","BP",59,20,5,0.0816865851137995,0.969797185144869
"GO:0050680","negative regulation of epithelial cell proliferation","BP",107,28,23,0.434188008571425,0.0818869821286692
"GO:0001709","cell fate determination","BP",32,12,8,0.0819799631981482,0.128010727979917
"GO:0060425","lung morphogenesis","BP",32,12,7,0.0819799631981482,0.243920118885313
"GO:0050775","positive regulation of dendrite morphogenesis","BP",32,12,6,0.0819799631981482,0.407608213566928
"GO:1902275","regulation of chromatin organization","BP",32,12,7,0.0819799631981482,0.243920118885313
"GO:0055010","ventricular cardiac muscle tissue morphogenesis","BP",32,12,7,0.0819799631981482,0.243920118885313
"GO:0045453","bone resorption","BP",49,15,12,0.229179054775605,0.0822617693454557
"GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","BP",49,14,12,0.336703232713376,0.0822617693454557
"GO:0045670","regulation of osteoclast differentiation","BP",49,15,12,0.229179054775605,0.0822617693454557
"GO:0007129","homologous chromosome pairing at meiosis","BP",42,15,8,0.0822668950614282,0.356554126011578
"GO:0048662","negative regulation of smooth muscle cell proliferation","BP",42,15,9,0.0822668950614282,0.2211769491984
"GO:0055078","sodium ion homeostasis","BP",42,15,8,0.0822668950614282,0.356554126011578
"GO:0035272","exocrine system development","BP",34,12,9,0.121448844767537,0.0822766396515231
"GO:1901570","fatty acid derivative biosynthetic process","BP",34,12,9,0.121448844767537,0.0822766396515231
"GO:0046638","positive regulation of alpha-beta T cell differentiation","BP",34,12,9,0.121448844767537,0.0822766396515231
"GO:0071356","cellular response to tumor necrosis factor","BP",162,45,33,0.238602945605627,0.0823906186351116
"GO:0021549","cerebellum development","BP",75,19,17,0.524400867572088,0.0826975938255836
"GO:0070252","actin-mediated cell contraction","BP",73,24,15,0.0829084249410705,0.182560598308745
"GO:0097352","autophagosome maturation","BP",44,14,11,0.193357224134931,0.0829354142268549
"GO:0051926","negative regulation of calcium ion transport","BP",44,13,11,0.297959011406049,0.0829354142268549
"GO:0046626","regulation of insulin receptor signaling pathway","BP",44,11,11,0.562817794020125,0.0829354142268549
"GO:0001836","release of cytochrome c from mitochondria","BP",44,13,11,0.297959011406049,0.0829354142268549
"GO:0006754","ATP biosynthetic process","BP",39,13,10,0.157216120119114,0.0830225227763639
"GO:0006940","regulation of smooth muscle contraction","BP",39,14,10,0.0879311833001283,0.0830225227763639
"GO:0051653","spindle localization","BP",39,12,10,0.256917083103806,0.0830225227763639
"GO:0097479","synaptic vesicle localization","BP",39,11,10,0.384586981747111,0.0830225227763639
"GO:0006839","mitochondrial transport","BP",140,42,29,0.10726641339645,0.0832002641110314
"GO:0045475","locomotor rhythm","BP",11,3,4,0.547411012324839,0.084781832391939
"GO:0051657","maintenance of organelle location","BP",11,5,4,0.115906554808498,0.084781832391939
"GO:0039530","MDA-5 signaling pathway","BP",11,4,4,0.288953894443129,0.084781832391939
"GO:0046007","negative regulation of activated T cell proliferation","BP",11,4,4,0.288953894443129,0.084781832391939
"GO:0043301","negative regulation of leukocyte degranulation","BP",11,4,4,0.288953894443129,0.084781832391939
"GO:0033004","negative regulation of mast cell activation","BP",11,3,4,0.547411012324839,0.084781832391939
"GO:0071028","nuclear mRNA surveillance","BP",11,5,4,0.115906554808498,0.084781832391939
"GO:0071027","nuclear RNA surveillance","BP",11,5,4,0.115906554808498,0.084781832391939
"GO:0045780","positive regulation of bone resorption","BP",11,4,4,0.288953894443129,0.084781832391939
"GO:2000774","positive regulation of cellular senescence","BP",11,4,4,0.288953894443129,0.084781832391939
"GO:0045725","positive regulation of glycogen biosynthetic process","BP",11,2,4,0.804690998778573,0.084781832391939
"GO:1904816","positive regulation of protein localization to chromosome, telomeric region","BP",11,3,4,0.547411012324839,0.084781832391939
"GO:0009173","pyrimidine ribonucleoside monophosphate metabolic process","BP",11,2,4,0.804690998778573,0.084781832391939
"GO:1901201","regulation of extracellular matrix assembly","BP",11,4,4,0.288953894443129,0.084781832391939
"GO:0030852","regulation of granulocyte differentiation","BP",11,3,4,0.547411012324839,0.084781832391939
"GO:1901841","regulation of high voltage-gated calcium channel activity","BP",11,4,4,0.288953894443129,0.084781832391939
"GO:0072182","regulation of nephron tubule epithelial cell differentiation","BP",11,2,4,0.804690998778573,0.084781832391939
"GO:0051386","regulation of neurotrophin TRK receptor signaling pathway","BP",11,3,4,0.547411012324839,0.084781832391939
"GO:0046459","short-chain fatty acid metabolic process","BP",11,5,4,0.115906554808498,0.084781832391939
"GO:0046049","UMP metabolic process","BP",11,2,4,0.804690998778573,0.084781832391939
"GO:0032602","chemokine production","BP",70,21,16,0.206014569345564,0.0850059253844601
"GO:0009311","oligosaccharide metabolic process","BP",49,17,7,0.0855341420329713,0.688659868463135
"GO:0035418","protein localization to synapse","BP",49,17,11,0.0855341420329713,0.150496448646615
"GO:0034249","negative regulation of cellular amide metabolic process","BP",185,55,32,0.0855971227978202,0.346301306166212
"GO:0070304","positive regulation of stress-activated protein kinase signaling cascade","BP",98,31,18,0.0857006222486323,0.301215480066474
"GO:0044837","actomyosin contractile ring organization","BP",7,3,3,0.245294461086385,0.0868192700330375
"GO:0051933","amino acid neurotransmitter reuptake","BP",7,2,3,0.557154771360417,0.0868192700330375
"GO:0038171","cannabinoid signaling pathway","BP",7,1,3,0.867595008948583,0.0868192700330375
"GO:0003207","cardiac chamber formation","BP",7,1,3,0.867595008948583,0.0868192700330375
"GO:0060923","cardiac muscle cell fate commitment","BP",7,3,3,0.245294461086385,0.0868192700330375
"GO:0003253","cardiac neural crest cell migration involved in outflow tract morphogenesis","BP",7,2,3,0.557154771360417,0.0868192700330375
"GO:1990416","cellular response to brain-derived neurotrophic factor stimulus","BP",7,1,3,0.867595008948583,0.0868192700330375
"GO:0071281","cellular response to iron ion","BP",7,3,3,0.245294461086385,0.0868192700330375
"GO:0072318","clathrin coat disassembly","BP",7,2,3,0.557154771360417,0.0868192700330375
"GO:0021902","commitment of neuronal cell to specific neuron type in forebrain","BP",7,3,3,0.245294461086385,0.0868192700330375
"GO:0070934","CRD-mediated mRNA stabilization","BP",7,3,3,0.245294461086385,0.0868192700330375
"GO:0006975","DNA damage induced protein phosphorylation","BP",7,3,3,0.245294461086385,0.0868192700330375
"GO:0051660","establishment of centrosome localization","BP",7,3,3,0.245294461086385,0.0868192700330375
"GO:0021877","forebrain neuron fate commitment","BP",7,3,3,0.245294461086385,0.0868192700330375
"GO:0072102","glomerulus morphogenesis","BP",7,1,3,0.867595008948583,0.0868192700330375
"GO:0006072","glycerol-3-phosphate metabolic process","BP",7,1,3,0.867595008948583,0.0868192700330375
"GO:0003418","growth plate cartilage chondrocyte differentiation","BP",7,3,3,0.245294461086385,0.0868192700330375
"GO:0050930","induction of positive chemotaxis","BP",7,3,3,0.245294461086385,0.0868192700330375
"GO:1904936","interneuron migration","BP",7,1,3,0.867595008948583,0.0868192700330375
"GO:0001554","luteolysis","BP",7,2,3,0.557154771360417,0.0868192700330375
"GO:0006108","malate metabolic process","BP",7,2,3,0.557154771360417,0.0868192700330375
"GO:0033615","mitochondrial proton-transporting ATP synthase complex assembly","BP",7,2,3,0.557154771360417,0.0868192700330375
"GO:0101024","mitotic nuclear membrane organization","BP",7,3,3,0.245294461086385,0.0868192700330375
"GO:0007084","mitotic nuclear membrane reassembly","BP",7,3,3,0.245294461086385,0.0868192700330375
"GO:0060586","multicellular organismal iron ion homeostasis","BP",7,3,3,0.245294461086385,0.0868192700330375
"GO:0051126","negative regulation of actin nucleation","BP",7,3,3,0.245294461086385,0.0868192700330375
"GO:0030853","negative regulation of granulocyte differentiation","BP",7,2,3,0.557154771360417,0.0868192700330375
"GO:0048635","negative regulation of muscle organ development","BP",7,1,3,0.867595008948583,0.0868192700330375
"GO:0070244","negative regulation of thymocyte apoptotic process","BP",7,2,3,0.557154771360417,0.0868192700330375
"GO:0001840","neural plate development","BP",7,3,3,0.245294461086385,0.0868192700330375
"GO:0034983","peptidyl-lysine deacetylation","BP",7,2,3,0.557154771360417,0.0868192700330375
"GO:0060124","positive regulation of growth hormone secretion","BP",7,3,3,0.245294461086385,0.0868192700330375
"GO:0090063","positive regulation of microtubule nucleation","BP",7,2,3,0.557154771360417,0.0868192700330375
"GO:0045876","positive regulation of sister chromatid cohesion","BP",7,3,3,0.245294461086385,0.0868192700330375
"GO:1901387","positive regulation of voltage-gated calcium channel activity","BP",7,2,3,0.557154771360417,0.0868192700330375
"GO:0018242","protein O-linked glycosylation via serine","BP",7,0,3,1,0.0868192700330375
"GO:0043461","proton-transporting ATP synthase complex assembly","BP",7,2,3,0.557154771360417,0.0868192700330375
"GO:1903659","regulation of complement-dependent cytotoxicity","BP",7,2,3,0.557154771360417,0.0868192700330375
"GO:0032071","regulation of endodeoxyribonuclease activity","BP",7,3,3,0.245294461086385,0.0868192700330375
"GO:0046643","regulation of gamma-delta T cell activation","BP",7,1,3,0.867595008948583,0.0868192700330375
"GO:0033131","regulation of glucokinase activity","BP",7,1,3,0.867595008948583,0.0868192700330375
"GO:0000820","regulation of glutamine family amino acid metabolic process","BP",7,3,3,0.245294461086385,0.0868192700330375
"GO:0034182","regulation of maintenance of mitotic sister chromatid cohesion","BP",7,3,3,0.245294461086385,0.0868192700330375
"GO:0034091","regulation of maintenance of sister chromatid cohesion","BP",7,3,3,0.245294461086385,0.0868192700330375
"GO:2000121","regulation of removal of superoxide radicals","BP",7,3,3,0.245294461086385,0.0868192700330375
"GO:0044557","relaxation of smooth muscle","BP",7,2,3,0.557154771360417,0.0868192700330375
"GO:0003139","secondary heart field specification","BP",7,1,3,0.867595008948583,0.0868192700330375
"GO:0061549","sympathetic ganglion development","BP",7,1,3,0.867595008948583,0.0868192700330375
"GO:0042364","water-soluble vitamin biosynthetic process","BP",7,2,3,0.557154771360417,0.0868192700330375
"GO:0070286","axonemal dynein complex assembly","BP",29,11,4,0.0870955292646725,0.704819037883826
"GO:0006739","NADP metabolic process","BP",29,11,5,0.0870955292646725,0.505736184887906
"GO:0016242","negative regulation of macroautophagy","BP",29,11,7,0.0870955292646725,0.171033406568156
"GO:0014003","oligodendrocyte development","BP",29,11,5,0.0870955292646725,0.505736184887906
"GO:0031116","positive regulation of microtubule polymerization","BP",29,11,5,0.0870955292646725,0.505736184887906
"GO:2000758","positive regulation of peptidyl-lysine acetylation","BP",29,11,4,0.0870955292646725,0.704819037883826
"GO:2000772","regulation of cellular senescence","BP",29,11,7,0.0870955292646725,0.171033406568156
"GO:0060964","regulation of miRNA-mediated gene silencing","BP",29,11,7,0.0870955292646725,0.171033406568156
"GO:0006904","vesicle docking involved in exocytosis","BP",29,11,5,0.0870955292646725,0.505736184887906
"GO:0009566","fertilization","BP",145,44,24,0.0871214658061411,0.464982317803182
"GO:0048668","collateral sprouting","BP",20,8,6,0.103331088904958,0.0872565164420811
"GO:0060325","face morphogenesis","BP",20,8,6,0.103331088904958,0.0872565164420811
"GO:0060396","growth hormone receptor signaling pathway","BP",20,7,6,0.21674572359423,0.0872565164420811
"GO:0001893","maternal placenta development","BP",20,4,6,0.777490222139575,0.0872565164420811
"GO:0008053","mitochondrial fusion","BP",20,5,6,0.588594910477294,0.0872565164420811
"GO:1904376","negative regulation of protein localization to cell periphery","BP",20,7,6,0.21674572359423,0.0872565164420811
"GO:0009218","pyrimidine ribonucleotide metabolic process","BP",20,4,6,0.777490222139575,0.0872565164420811
"GO:0046755","viral budding","BP",20,6,6,0.386170915090016,0.0872565164420811
"GO:0006637","acyl-CoA metabolic process","BP",65,21,15,0.11620067944027,0.0872578105191415
"GO:0060761","negative regulation of response to cytokine stimulus","BP",65,20,15,0.17873751703379,0.0872578105191415
"GO:0035383","thioester metabolic process","BP",65,21,15,0.11620067944027,0.0872578105191415
"GO:0046209","nitric oxide metabolic process","BP",56,19,6,0.0874657425620182,0.903122737687021
"GO:2000781","positive regulation of double-strand break repair","BP",56,19,13,0.0874657425620182,0.102415157533106
"GO:0032729","positive regulation of interferon-gamma production","BP",56,19,11,0.0874657425620182,0.278800313192978
"GO:1903201","regulation of oxidative stress-induced cell death","BP",56,19,13,0.0874657425620182,0.102415157533106
"GO:0036465","synaptic vesicle recycling","BP",56,19,12,0.0874657425620182,0.175928662374538
"GO:0031669","cellular response to nutrient levels","BP",156,47,25,0.0877015556402771,0.532767321681262
"GO:0140053","mitochondrial gene expression","BP",84,27,8,0.0878011016946031,0.969277043690715
"GO:0003018","vascular process in circulatory system","BP",189,56,31,0.0878853421991033,0.473077410473819
"GO:0043331","response to dsRNA","BP",39,14,4,0.0879311833001283,0.891047105223099
"GO:0006911","phagocytosis, engulfment","BP",63,21,8,0.0884360246175441,0.811653186409365
"GO:0099024","plasma membrane invagination","BP",70,23,10,0.0887025007871149,0.702781876784332
"GO:0019218","regulation of steroid metabolic process","BP",70,23,12,0.0887025007871149,0.448036191343844
"GO:0001657","ureteric bud development","BP",70,23,15,0.0887025007871149,0.142191558717416
"GO:0001708","cell fate specification","BP",60,20,14,0.0947328696867381,0.0894120091568097
"GO:0019935","cyclic-nucleotide-mediated signaling","BP",60,19,14,0.151819571563083,0.0894120091568097
"GO:0051781","positive regulation of cell division","BP",60,17,14,0.325591157911536,0.0894120091568097
"GO:0006140","regulation of nucleotide metabolic process","BP",60,15,14,0.555460586839405,0.0894120091568097
"GO:0060538","skeletal muscle organ development","BP",120,37,23,0.0902032425859941,0.203758567836907
"GO:0000082","G1/S transition of mitotic cell cycle","BP",171,51,29,0.0905424049284467,0.39953701232585
"GO:0051224","negative regulation of protein transport","BP",92,29,20,0.0975601804483312,0.090821627014437
"GO:0051937","catecholamine transport","BP",46,16,10,0.0916053792747728,0.191752190151861
"GO:0090311","regulation of protein deacetylation","BP",46,16,6,0.0916053792747728,0.767606833564184
"GO:0006900","vesicle budding from membrane","BP",46,16,9,0.0916053792747728,0.311635126101526
"GO:0006084","acetyl-CoA metabolic process","BP",25,8,7,0.276705392891838,0.0923287504869583
"GO:0015740","C4-dicarboxylate transport","BP",25,8,7,0.276705392891838,0.0923287504869583
"GO:1905476","negative regulation of protein localization to membrane","BP",25,8,7,0.276705392891838,0.0923287504869583
"GO:0045879","negative regulation of smoothened signaling pathway","BP",25,8,7,0.276705392891838,0.0923287504869583
"GO:0040036","regulation of fibroblast growth factor receptor signaling pathway","BP",25,6,7,0.62547299326299,0.0923287504869583
"GO:0060306","regulation of membrane repolarization","BP",25,7,7,0.442755841655483,0.0923287504869583
"GO:0090313","regulation of protein targeting to membrane","BP",25,9,7,0.151646996094577,0.0923287504869583
"GO:0070633","transepithelial transport","BP",25,7,7,0.442755841655483,0.0923287504869583
"GO:0008207","C21-steroid hormone metabolic process","BP",26,10,1,0.092415497626959,0.989343182673296
"GO:0010390","histone monoubiquitination","BP",26,10,3,0.092415497626959,0.810116435448843
"GO:0036475","neuron death in response to oxidative stress","BP",26,10,7,0.092415497626959,0.109695565677101
"GO:1903539","protein localization to postsynaptic membrane","BP",26,10,6,0.092415497626959,0.22816097632569
"GO:1901661","quinone metabolic process","BP",26,10,7,0.092415497626959,0.109695565677101
"GO:0070884","regulation of calcineurin-NFAT signaling cascade","BP",26,10,6,0.092415497626959,0.22816097632569
"GO:1902175","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","BP",26,10,7,0.092415497626959,0.109695565677101
"GO:0051123","RNA polymerase II preinitiation complex assembly","BP",26,10,3,0.092415497626959,0.810116435448843
"GO:0043403","skeletal muscle tissue regeneration","BP",26,10,5,0.092415497626959,0.405698840601016
"GO:0009583","detection of light stimulus","BP",50,9,12,0.910812069416296,0.0931802689449593
"GO:0034113","heterotypic cell-cell adhesion","BP",50,16,12,0.16626931194009,0.0931802689449593
"GO:1902373","negative regulation of mRNA catabolic process","BP",50,13,12,0.494509020970054,0.0931802689449593
"GO:0007548","sex differentiation","BP",192,53,38,0.231952718482553,0.0935283389492613
"GO:0021675","nerve development","BP",53,18,9,0.0937185145929247,0.481250533777033
"GO:0034446","substrate adhesion-dependent cell spreading","BP",81,26,17,0.0938328375630583,0.142812517349643
"GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","BP",87,27,19,0.124295792011188,0.09397683086909
"GO:0007599","hemostasis","BP",164,45,33,0.268439544925826,0.0939808321239838
"GO:1903793","positive regulation of anion transport","BP",36,13,7,0.094019241953633,0.352297836871884
"GO:0010824","regulation of centrosome duplication","BP",36,13,9,0.094019241953633,0.11038224778054
"GO:0035304","regulation of protein dephosphorylation","BP",71,23,16,0.101254112324416,0.0941546010175684
"GO:0046425","regulation of receptor signaling pathway via JAK-STAT","BP",71,21,16,0.227172716145208,0.0941546010175684
"GO:0001937","negative regulation of endothelial cell proliferation","BP",45,11,11,0.596241179384888,0.0946066996990163
"GO:0043500","muscle adaptation","BP",74,24,13,0.0946074119826913,0.405285825817132
"GO:0051899","membrane depolarization","BP",60,20,8,0.0947328696867381,0.765919482569128
"GO:0010822","positive regulation of mitochondrion organization","BP",60,20,13,0.0947328696867381,0.153932134614814
"GO:0039528","cytoplasmic pattern recognition receptor signaling pathway in response to virus","BP",30,11,8,0.107589447626726,0.094847597301016
"GO:0002792","negative regulation of peptide secretion","BP",30,7,8,0.655952411544309,0.094847597301016
"GO:0031281","positive regulation of cyclase activity","BP",30,6,8,0.800485901026004,0.094847597301016
"GO:0017158","regulation of calcium ion-dependent exocytosis","BP",30,11,8,0.107589447626726,0.094847597301016
"GO:2000008","regulation of protein localization to cell surface","BP",30,9,8,0.330208952956526,0.094847597301016
"GO:0045638","negative regulation of myeloid cell differentiation","BP",67,22,15,0.0949579273194678,0.107317286342864
"GO:1903202","negative regulation of oxidative stress-induced cell death","BP",40,12,10,0.288932999881286,0.0955341913296577
"GO:0070228","regulation of lymphocyte apoptotic process","BP",40,8,10,0.821421358461898,0.0955341913296577
"GO:1990089","response to nerve growth factor","BP",40,8,10,0.821421358461898,0.0955341913296577
"GO:0051293","establishment of spindle localization","BP",35,12,9,0.144585613763671,0.0957314686649285
"GO:0035088","establishment or maintenance of apical/basal cell polarity","BP",35,11,9,0.245427457803805,0.0957314686649285
"GO:0061245","establishment or maintenance of bipolar cell polarity","BP",35,11,9,0.245427457803805,0.0957314686649285
"GO:0021879","forebrain neuron differentiation","BP",35,11,9,0.245427457803805,0.0957314686649285
"GO:1904036","negative regulation of epithelial cell apoptotic process","BP",35,8,9,0.681933892070788,0.0957314686649285
"GO:0033003","regulation of mast cell activation","BP",35,9,9,0.530315151687207,0.0957314686649285
"GO:0051180","vitamin transport","BP",35,11,9,0.245427457803805,0.0957314686649285
"GO:0035265","organ growth","BP",117,36,23,0.0959444568586465,0.169990176035626
"GO:1903034","regulation of response to wounding","BP",117,36,18,0.0959444568586465,0.613067007286024
"GO:0015748","organophosphate ester transport","BP",109,32,23,0.1776003246223,0.0963890958933896
"GO:0045580","regulation of T cell differentiation","BP",109,33,23,0.12744154338892,0.0963890958933896
"GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","BP",66,20,15,0.19911235752594,0.096966120507061
"GO:0010458","exit from mitosis","BP",23,9,2,0.0978708167741201,0.90292223444854
"GO:0007141","male meiosis I","BP",23,9,4,0.0978708167741201,0.515077127725409
"GO:0002335","mature B cell differentiation","BP",23,9,5,0.0978708167741201,0.303529723288735
"GO:0045684","positive regulation of epidermis development","BP",23,9,4,0.0978708167741201,0.515077127725409
"GO:0042278","purine nucleoside metabolic process","BP",23,9,5,0.0978708167741201,0.303529723288735
"GO:0060142","regulation of syncytium formation by plasma membrane fusion","BP",23,9,6,0.0978708167741201,0.150242050863993
"GO:0000305","response to oxygen radical","BP",23,9,5,0.0978708167741201,0.303529723288735
"GO:0010165","response to X-ray","BP",23,9,3,0.0978708167741201,0.736877000226933
"GO:0007271","synaptic transmission, cholinergic","BP",23,9,4,0.0978708167741201,0.515077127725409
"GO:0039694","viral RNA genome replication","BP",23,9,3,0.0978708167741201,0.736877000226933
"GO:0062012","regulation of small molecule metabolic process","BP",227,61,44,0.288772805666417,0.0989325356219344
"GO:0007350","blastoderm segmentation","BP",16,2,5,0.937479668080286,0.0990955529475514
"GO:0006977","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest","BP",16,4,5,0.598072435570854,0.0990955529475514
"GO:0046485","ether lipid metabolic process","BP",16,5,5,0.372790712200232,0.0990955529475514
"GO:0070102","interleukin-6-mediated signaling pathway","BP",16,5,5,0.372790712200232,0.0990955529475514
"GO:0007076","mitotic chromosome condensation","BP",16,6,5,0.191776444062563,0.0990955529475514
"GO:0044827","modulation by host of viral genome replication","BP",16,6,5,0.191776444062563,0.0990955529475514
"GO:0007194","negative regulation of adenylate cyclase activity","BP",16,3,5,0.805063769316082,0.0990955529475514
"GO:0031280","negative regulation of cyclase activity","BP",16,3,5,0.805063769316082,0.0990955529475514
"GO:0000291","nuclear-transcribed mRNA catabolic process, exonucleolytic","BP",16,5,5,0.372790712200232,0.0990955529475514
"GO:0007603","phototransduction, visible light","BP",16,2,5,0.937479668080286,0.0990955529475514
"GO:0046628","positive regulation of insulin receptor signaling pathway","BP",16,4,5,0.598072435570854,0.0990955529475514
"GO:0032968","positive regulation of transcription elongation from RNA polymerase II promoter","BP",16,6,5,0.191776444062563,0.0990955529475514
"GO:0060740","prostate gland epithelium morphogenesis","BP",16,4,5,0.598072435570854,0.0990955529475514
"GO:0060512","prostate gland morphogenesis","BP",16,4,5,0.598072435570854,0.0990955529475514
"GO:0009220","pyrimidine ribonucleotide biosynthetic process","BP",16,3,5,0.805063769316082,0.0990955529475514
"GO:0014048","regulation of glutamate secretion","BP",16,5,5,0.372790712200232,0.0990955529475514
"GO:1903798","regulation of production of miRNAs involved in gene silencing by miRNA","BP",16,6,5,0.191776444062563,0.0990955529475514
"GO:0001919","regulation of receptor recycling","BP",16,6,5,0.191776444062563,0.0990955529475514
"GO:0060307","regulation of ventricular cardiac muscle cell membrane repolarization","BP",16,4,5,0.598072435570854,0.0990955529475514
"GO:0046031","ADP metabolic process","BP",61,15,14,0.584382701087697,0.0997353577498363
"GO:0009144","purine nucleoside triphosphate metabolic process","BP",61,17,14,0.353548204910287,0.0997353577498363
"GO:0001936","regulation of endothelial cell proliferation","BP",104,26,22,0.545554255406984,0.100033044383603
"GO:0042116","macrophage activation","BP",78,25,16,0.100327986166179,0.174645159005654
"GO:0016052","carbohydrate catabolic process","BP",115,34,24,0.157583418877775,0.100341438270112
"GO:0009988","cell-cell recognition","BP",50,17,10,0.100494574589027,0.272702327043066
"GO:0032615","interleukin-12 production","BP",50,17,11,0.100494574589027,0.166662550613749
"GO:0032655","regulation of interleukin-12 production","BP",50,17,11,0.100494574589027,0.166662550613749
"GO:0021515","cell differentiation in spinal cord","BP",33,12,3,0.10056203462398,0.916703401550091
"GO:0042398","cellular modified amino acid biosynthetic process","BP",33,12,7,0.10056203462398,0.270131052540631
"GO:0014009","glial cell proliferation","BP",33,12,6,0.10056203462398,0.438158693794994
"GO:0042771","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","BP",33,12,6,0.10056203462398,0.438158693794994
"GO:0031952","regulation of protein autophosphorylation","BP",33,12,6,0.10056203462398,0.438158693794994
"GO:0031146","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","BP",33,12,5,0.10056203462398,0.626941068756431
"GO:0032611","interleukin-1 beta production","BP",71,23,15,0.101254112324416,0.155058600958447
"GO:1904029","regulation of cyclin-dependent protein kinase activity","BP",71,23,10,0.101254112324416,0.719967305634871
