"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0080135","BP","GO:0080135","regulation of cellular response to stress",23,-0.685662151422881,-2.99873333382262,2.66763897971043e-08,4.25755181161785e-07,2.09239171701799e-07,429,"tags=61%, list=9%, signal=56%","ENST00000412117/ENST00000612688/ENST00000302327/ENST00000300086/ENST00000383560/ENST00000400509/ENST00000416336/ENST00000416884/ENST00000429592/ENST00000435856/ENST00000436988/ENST00000439190/ENST00000446599/ENST00000450236"
"GO:0006139","BP","GO:0006139","nucleobase-containing compound metabolic process",176,-0.309018097070315,-2.39681210689136,2.76296353959228e-08,4.38463475345524e-07,2.15484716245714e-07,1305,"tags=45%, list=28%, signal=34%","ENST00000537226/ENST00000650709/ENST00000554706/ENST00000619922/ENST00000633392/ENST00000634206/ENST00000612237/ENST00000620341/ENST00000620953/ENST00000631439/ENST00000632444/ENST00000632796/ENST00000632872/ENST00000633206/ENST00000369448/ENST00000475412/ENST00000506657/ENST00000474660/ENST00000476007/ENST00000274606/ENST00000477305/ENST00000481972/ENST00000270812/ENST00000374266/ENST00000243440/ENST00000471382/ENST00000478275/ENST00000558034/ENST00000314397/ENST00000322177/ENST00000544719/ENST00000614994/ENST00000599837/ENST00000484386/ENST00000626630/ENST00000628995/ENST00000630464/ENST00000630479/ENST00000396969/ENST00000595992/ENST00000510882/ENST00000377294/ENST00000607527/ENST00000593036/ENST00000250055/ENST00000538513/ENST00000378988/ENST00000398684/ENST00000492264/ENST00000372299/ENST00000412117/ENST00000625909/ENST00000626953/ENST00000628759/ENST00000563496/ENST00000612688/ENST00000440428/ENST00000576892/ENST00000614851/ENST00000620088/ENST00000621629/ENST00000313368/ENST00000396137/ENST00000302327/ENST00000371442/ENST00000332372/ENST00000598928/ENST00000282308/ENST00000634955/ENST00000357949/ENST00000626640/ENST00000229277/ENST00000535366/ENST00000541477/ENST00000545045/ENST00000300086/ENST00000333437/ENST00000527879/ENST00000302097/ENST00000620282"
"GO:0031224","CC","GO:0031224","intrinsic component of membrane",175,0.349513412611533,2.30297731954732,2.83328774735645e-08,4.47083202167602e-07,2.19720917190176e-07,302,"tags=26%, list=6%, signal=25%","ENST00000371225/ENST00000606017/ENST00000619133/ENST00000375779/ENST00000375780/ENST00000375784/ENST00000383404/ENST00000383405/ENST00000395892/ENST00000400052/ENST00000400058/ENST00000415179/ENST00000418285/ENST00000420458/ENST00000422167/ENST00000423055/ENST00000423143/ENST00000423804/ENST00000425464/ENST00000431921/ENST00000433916/ENST00000434202/ENST00000435242/ENST00000438708/ENST00000438750/ENST00000442045/ENST00000447338/ENST00000447369/ENST00000451546/ENST00000456863/ENST00000457485/ENST00000614673/ENST00000614982/ENST00000616760/ENST00000618288/ENST00000619727/ENST00000621055/ENST00000622613/ENST00000648791/ENST00000647069/ENST00000647178/ENST00000631491/ENST00000632061/ENST00000633217/ENST00000633382"
"GO:0110165","CC","GO:0110165","cellular anatomical entity",636,-0.198184196092032,-1.83082204213924,2.89344523131527e-08,4.54010816351885e-07,2.23125522272922e-07,1215,"tags=35%, list=26%, signal=30%","ENST00000634206/ENST00000536020/ENST00000301050/ENST00000547230/ENST00000548860/ENST00000551544/ENST00000612237/ENST00000620341/ENST00000620953/ENST00000631439/ENST00000632444/ENST00000632796/ENST00000632872/ENST00000633206/ENST00000262932/ENST00000218721/ENST00000369448/ENST00000616143/ENST00000475412/ENST00000535175/ENST00000506657/ENST00000289316/ENST00000370467/ENST00000474660/ENST00000476007/ENST00000260447/ENST00000558467/ENST00000559932/ENST00000581347/ENST00000274606/ENST00000477305/ENST00000481972/ENST00000433642/ENST00000270812/ENST00000374266/ENST00000369098/ENST00000243440/ENST00000471382/ENST00000478275/ENST00000558034/ENST00000679020/ENST00000622947/ENST00000314397/ENST00000322177/ENST00000395771/ENST00000613420/ENST00000468782/ENST00000544719/ENST00000614994/ENST00000359751/ENST00000368409/ENST00000595816/ENST00000612761/ENST00000407280/ENST00000496112/ENST00000435267/ENST00000440930/ENST00000461913/ENST00000464657/ENST00000480120/ENST00000486590/ENST00000487148/ENST00000600463/ENST00000599837/ENST00000481915/ENST00000432458/ENST00000480677/ENST00000447123/ENST00000677090/ENST00000300433/ENST00000507382/ENST00000484386/ENST00000427683/ENST00000626630/ENST00000628995/ENST00000630464/ENST00000424864/ENST00000558670/ENST00000559445/ENST00000630479/ENST00000472985/ENST00000273130/ENST00000396969/ENST00000595992/ENST00000510882/ENST00000393877/ENST00000243213/ENST00000371936/ENST00000377294/ENST00000672191/ENST00000672750/ENST00000607527/ENST00000593036/ENST00000373044/ENST00000634301/ENST00000637974/ENST00000221804/ENST00000308022/ENST00000545682/ENST00000307751/ENST00000634573/ENST00000468597/ENST00000250055/ENST00000538513/ENST00000672303/ENST00000673024/ENST00000587065/ENST00000589589/ENST00000378988/ENST00000521862/ENST00000265634/ENST00000398684/ENST00000492264/ENST00000372299/ENST00000246535/ENST00000587385/ENST00000617994/ENST00000585821/ENST00000543661/ENST00000535813/ENST00000412117/ENST00000297596/ENST00000396194/ENST00000625909/ENST00000626953/ENST00000628759/ENST00000525767/ENST00000529964/ENST00000595291/ENST00000600070/ENST00000634958/ENST00000635267/ENST00000563496/ENST00000612688/ENST00000440428/ENST00000576892/ENST00000614851/ENST00000620088/ENST00000621629/ENST00000313368/ENST00000396137/ENST00000527249/ENST00000372876/ENST00000470464/ENST00000475528/ENST00000486105/ENST00000494413/ENST00000495194/ENST00000412443/ENST00000416932/ENST00000419893/ENST00000420257/ENST00000421042/ENST00000421608/ENST00000423247/ENST00000426219/ENST00000448939/ENST00000452530/ENST00000454094/ENST00000456791/ENST00000457078/ENST00000457111/ENST00000457970/ENST00000302327/ENST00000564195/ENST00000371442/ENST00000332372/ENST00000375156/ENST00000425378/ENST00000443350/ENST00000456854/ENST00000371019/ENST00000598928/ENST00000282308/ENST00000634955/ENST00000647542/ENST00000529973/ENST00000614050/ENST00000617897/ENST00000357949/ENST00000626640/ENST00000368557/ENST00000550190/ENST00000375406/ENST00000617065/ENST00000638300/ENST00000640487/ENST00000357424/ENST00000370370/ENST00000229277/ENST00000535366/ENST00000541477/ENST00000545045/ENST00000300086/ENST00000333437/ENST00000235382/ENST00000647205/ENST00000614368/ENST00000631730/ENST00000643904/ENST00000644725/ENST00000278855/ENST00000430431/ENST00000414264/ENST00000594536/ENST00000598384/ENST00000599605/ENST00000600486/ENST00000602051/ENST00000612853/ENST00000628562/ENST00000383560/ENST00000400509/ENST00000416336/ENST00000416884/ENST00000429592/ENST00000435856/ENST00000436988/ENST00000439190/ENST00000446599/ENST00000450236/ENST00000527879/ENST00000216115/ENST00000302097/ENST00000620282"
"GO:0030155","BP","GO:0030155","regulation of cell adhesion",36,0.600230658287625,2.82958101986799,3.15283654115332e-08,4.91948182091688e-07,2.41769999980237e-07,757,"tags=58%, list=16%, signal=49%","ENST00000371225/ENST00000606017/ENST00000619133/ENST00000631491/ENST00000632061/ENST00000633217/ENST00000633382/ENST00000519728/ENST00000520220/ENST00000368809/ENST00000368811/ENST00000551182/ENST00000548474/ENST00000547808/ENST00000262030/ENST00000547250/ENST00000550162/ENST00000552959/ENST00000614211/ENST00000631962/ENST00000632221"
"GO:0004857","MF","GO:0004857","enzyme inhibitor activity",20,-0.69086422896315,-2.86693978748146,3.38805224361549e-08,5.25712773134337e-07,2.5836375003945e-07,79,"tags=50%, list=2%, signal=49%","ENST00000235382/ENST00000430431/ENST00000414264/ENST00000594536/ENST00000598384/ENST00000599605/ENST00000600486/ENST00000602051/ENST00000612853/ENST00000628562"
"GO:0006357","BP","GO:0006357","regulation of transcription by RNA polymerase II",73,-0.4361211976346,-2.6923142441262,3.69717524693336e-08,5.70508865452203e-07,2.80378977726147e-07,1073,"tags=51%, list=23%, signal=40%","ENST00000270812/ENST00000374266/ENST00000243440/ENST00000471382/ENST00000478275/ENST00000544719/ENST00000614994/ENST00000626630/ENST00000628995/ENST00000630464/ENST00000396969/ENST00000595992/ENST00000510882/ENST00000377294/ENST00000250055/ENST00000538513/ENST00000378988/ENST00000372299/ENST00000625909/ENST00000626953/ENST00000628759/ENST00000563496/ENST00000440428/ENST00000576892/ENST00000614851/ENST00000620088/ENST00000621629/ENST00000313368/ENST00000396137/ENST00000332372/ENST00000598928/ENST00000282308/ENST00000634955/ENST00000357949/ENST00000626640/ENST00000302097/ENST00000620282"
"GO:0012505","CC","GO:0012505","endomembrane system",194,0.347430255119736,2.31802159811893,3.94364966765362e-08,6.05198545151459e-07,2.97427366490475e-07,118,"tags=20%, list=2%, signal=20%","ENST00000513778/ENST00000296370/ENST00000506577/ENST00000511224/ENST00000375779/ENST00000375780/ENST00000375784/ENST00000383404/ENST00000383405/ENST00000395892/ENST00000400052/ENST00000400058/ENST00000415179/ENST00000418285/ENST00000420458/ENST00000422167/ENST00000423055/ENST00000423143/ENST00000423804/ENST00000425464/ENST00000431921/ENST00000433916/ENST00000434202/ENST00000435242/ENST00000438708/ENST00000438750/ENST00000442045/ENST00000447338/ENST00000447369/ENST00000451546/ENST00000456863/ENST00000457485/ENST00000614673/ENST00000614982/ENST00000616760/ENST00000618288/ENST00000619727/ENST00000621055/ENST00000622613"
"GO:0098772","MF","GO:0098772","molecular function regulator activity",56,-0.4807209054422,-2.77177676001589,4.05816278282663e-08,6.19368778821573e-07,3.0439138733425e-07,422,"tags=43%, list=9%, signal=40%","ENST00000297596/ENST00000396194/ENST00000612688/ENST00000440428/ENST00000576892/ENST00000614851/ENST00000620088/ENST00000621629/ENST00000614050/ENST00000617897/ENST00000550190/ENST00000357424/ENST00000235382/ENST00000614368/ENST00000631730/ENST00000430431/ENST00000414264/ENST00000594536/ENST00000598384/ENST00000599605/ENST00000600486/ENST00000602051/ENST00000612853/ENST00000628562"
"GO:0030334","BP","GO:0030334","regulation of cell migration",27,0.658972684604961,2.80734055902933,4.20419581476105e-08,6.3816950601237e-07,3.13631083664097e-07,1169,"tags=81%, list=25%, signal=62%","ENST00000371225/ENST00000631491/ENST00000632061/ENST00000633217/ENST00000633382/ENST00000507152/ENST00000519728/ENST00000520220/ENST00000551182/ENST00000548474/ENST00000547808/ENST00000262030/ENST00000547250/ENST00000550162/ENST00000552959/ENST00000614211/ENST00000631962/ENST00000632221/ENST00000331569/ENST00000372733/ENST00000395103/ENST00000632048"
"GO:0001573","BP","GO:0001573","ganglioside metabolic process",36,-0.562269658604998,-2.88509889835091,4.64818069441729e-08,6.52380335653643e-07,3.20615055568376e-07,1969,"tags=97%, list=42%, signal=57%","ENST00000229725/ENST00000411774/ENST00000422978/ENST00000423382/ENST00000434496/ENST00000437432/ENST00000439648/ENST00000460116/ENST00000460245/ENST00000461380/ENST00000464056/ENST00000465061/ENST00000465161/ENST00000465246/ENST00000472801/ENST00000473226/ENST00000473255/ENST00000473972/ENST00000475767/ENST00000477637/ENST00000479695/ENST00000482297/ENST00000486127/ENST00000486872/ENST00000487340/ENST00000493354/ENST00000495201/ENST00000495464/ENST00000466720/ENST00000466841/ENST00000467620/ENST00000478758/ENST00000489619/ENST00000492929/ENST00000495330"
"GO:0006643","BP","GO:0006643","membrane lipid metabolic process",36,-0.562269658604998,-2.88509889835091,4.64818069441729e-08,6.52380335653643e-07,3.20615055568376e-07,1969,"tags=97%, list=42%, signal=57%","ENST00000229725/ENST00000411774/ENST00000422978/ENST00000423382/ENST00000434496/ENST00000437432/ENST00000439648/ENST00000460116/ENST00000460245/ENST00000461380/ENST00000464056/ENST00000465061/ENST00000465161/ENST00000465246/ENST00000472801/ENST00000473226/ENST00000473255/ENST00000473972/ENST00000475767/ENST00000477637/ENST00000479695/ENST00000482297/ENST00000486127/ENST00000486872/ENST00000487340/ENST00000493354/ENST00000495201/ENST00000495464/ENST00000466720/ENST00000466841/ENST00000467620/ENST00000478758/ENST00000489619/ENST00000492929/ENST00000495330"
"GO:0006664","BP","GO:0006664","glycolipid metabolic process",36,-0.562269658604998,-2.88509889835091,4.64818069441729e-08,6.52380335653643e-07,3.20615055568376e-07,1969,"tags=97%, list=42%, signal=57%","ENST00000229725/ENST00000411774/ENST00000422978/ENST00000423382/ENST00000434496/ENST00000437432/ENST00000439648/ENST00000460116/ENST00000460245/ENST00000461380/ENST00000464056/ENST00000465061/ENST00000465161/ENST00000465246/ENST00000472801/ENST00000473226/ENST00000473255/ENST00000473972/ENST00000475767/ENST00000477637/ENST00000479695/ENST00000482297/ENST00000486127/ENST00000486872/ENST00000487340/ENST00000493354/ENST00000495201/ENST00000495464/ENST00000466720/ENST00000466841/ENST00000467620/ENST00000478758/ENST00000489619/ENST00000492929/ENST00000495330"
"GO:0006665","BP","GO:0006665","sphingolipid metabolic process",36,-0.562269658604998,-2.88509889835091,4.64818069441729e-08,6.52380335653643e-07,3.20615055568376e-07,1969,"tags=97%, list=42%, signal=57%","ENST00000229725/ENST00000411774/ENST00000422978/ENST00000423382/ENST00000434496/ENST00000437432/ENST00000439648/ENST00000460116/ENST00000460245/ENST00000461380/ENST00000464056/ENST00000465061/ENST00000465161/ENST00000465246/ENST00000472801/ENST00000473226/ENST00000473255/ENST00000473972/ENST00000475767/ENST00000477637/ENST00000479695/ENST00000482297/ENST00000486127/ENST00000486872/ENST00000487340/ENST00000493354/ENST00000495201/ENST00000495464/ENST00000466720/ENST00000466841/ENST00000467620/ENST00000478758/ENST00000489619/ENST00000492929/ENST00000495330"
"GO:0006672","BP","GO:0006672","ceramide metabolic process",36,-0.562269658604998,-2.88509889835091,4.64818069441729e-08,6.52380335653643e-07,3.20615055568376e-07,1969,"tags=97%, list=42%, signal=57%","ENST00000229725/ENST00000411774/ENST00000422978/ENST00000423382/ENST00000434496/ENST00000437432/ENST00000439648/ENST00000460116/ENST00000460245/ENST00000461380/ENST00000464056/ENST00000465061/ENST00000465161/ENST00000465246/ENST00000472801/ENST00000473226/ENST00000473255/ENST00000473972/ENST00000475767/ENST00000477637/ENST00000479695/ENST00000482297/ENST00000486127/ENST00000486872/ENST00000487340/ENST00000493354/ENST00000495201/ENST00000495464/ENST00000466720/ENST00000466841/ENST00000467620/ENST00000478758/ENST00000489619/ENST00000492929/ENST00000495330"
"GO:0006687","BP","GO:0006687","glycosphingolipid metabolic process",36,-0.562269658604998,-2.88509889835091,4.64818069441729e-08,6.52380335653643e-07,3.20615055568376e-07,1969,"tags=97%, list=42%, signal=57%","ENST00000229725/ENST00000411774/ENST00000422978/ENST00000423382/ENST00000434496/ENST00000437432/ENST00000439648/ENST00000460116/ENST00000460245/ENST00000461380/ENST00000464056/ENST00000465061/ENST00000465161/ENST00000465246/ENST00000472801/ENST00000473226/ENST00000473255/ENST00000473972/ENST00000475767/ENST00000477637/ENST00000479695/ENST00000482297/ENST00000486127/ENST00000486872/ENST00000487340/ENST00000493354/ENST00000495201/ENST00000495464/ENST00000466720/ENST00000466841/ENST00000467620/ENST00000478758/ENST00000489619/ENST00000492929/ENST00000495330"
"GO:0006689","BP","GO:0006689","ganglioside catabolic process",36,-0.562269658604998,-2.88509889835091,4.64818069441729e-08,6.52380335653643e-07,3.20615055568376e-07,1969,"tags=97%, list=42%, signal=57%","ENST00000229725/ENST00000411774/ENST00000422978/ENST00000423382/ENST00000434496/ENST00000437432/ENST00000439648/ENST00000460116/ENST00000460245/ENST00000461380/ENST00000464056/ENST00000465061/ENST00000465161/ENST00000465246/ENST00000472801/ENST00000473226/ENST00000473255/ENST00000473972/ENST00000475767/ENST00000477637/ENST00000479695/ENST00000482297/ENST00000486127/ENST00000486872/ENST00000487340/ENST00000493354/ENST00000495201/ENST00000495464/ENST00000466720/ENST00000466841/ENST00000467620/ENST00000478758/ENST00000489619/ENST00000492929/ENST00000495330"
"GO:0009311","BP","GO:0009311","oligosaccharide metabolic process",36,-0.562269658604998,-2.88509889835091,4.64818069441729e-08,6.52380335653643e-07,3.20615055568376e-07,1969,"tags=97%, list=42%, signal=57%","ENST00000229725/ENST00000411774/ENST00000422978/ENST00000423382/ENST00000434496/ENST00000437432/ENST00000439648/ENST00000460116/ENST00000460245/ENST00000461380/ENST00000464056/ENST00000465061/ENST00000465161/ENST00000465246/ENST00000472801/ENST00000473226/ENST00000473255/ENST00000473972/ENST00000475767/ENST00000477637/ENST00000479695/ENST00000482297/ENST00000486127/ENST00000486872/ENST00000487340/ENST00000493354/ENST00000495201/ENST00000495464/ENST00000466720/ENST00000466841/ENST00000467620/ENST00000478758/ENST00000489619/ENST00000492929/ENST00000495330"
"GO:0009313","BP","GO:0009313","oligosaccharide catabolic process",36,-0.562269658604998,-2.88509889835091,4.64818069441729e-08,6.52380335653643e-07,3.20615055568376e-07,1969,"tags=97%, list=42%, signal=57%","ENST00000229725/ENST00000411774/ENST00000422978/ENST00000423382/ENST00000434496/ENST00000437432/ENST00000439648/ENST00000460116/ENST00000460245/ENST00000461380/ENST00000464056/ENST00000465061/ENST00000465161/ENST00000465246/ENST00000472801/ENST00000473226/ENST00000473255/ENST00000473972/ENST00000475767/ENST00000477637/ENST00000479695/ENST00000482297/ENST00000486127/ENST00000486872/ENST00000487340/ENST00000493354/ENST00000495201/ENST00000495464/ENST00000466720/ENST00000466841/ENST00000467620/ENST00000478758/ENST00000489619/ENST00000492929/ENST00000495330"
"GO:0019377","BP","GO:0019377","glycolipid catabolic process",36,-0.562269658604998,-2.88509889835091,4.64818069441729e-08,6.52380335653643e-07,3.20615055568376e-07,1969,"tags=97%, list=42%, signal=57%","ENST00000229725/ENST00000411774/ENST00000422978/ENST00000423382/ENST00000434496/ENST00000437432/ENST00000439648/ENST00000460116/ENST00000460245/ENST00000461380/ENST00000464056/ENST00000465061/ENST00000465161/ENST00000465246/ENST00000472801/ENST00000473226/ENST00000473255/ENST00000473972/ENST00000475767/ENST00000477637/ENST00000479695/ENST00000482297/ENST00000486127/ENST00000486872/ENST00000487340/ENST00000493354/ENST00000495201/ENST00000495464/ENST00000466720/ENST00000466841/ENST00000467620/ENST00000478758/ENST00000489619/ENST00000492929/ENST00000495330"
"GO:0030149","BP","GO:0030149","sphingolipid catabolic process",36,-0.562269658604998,-2.88509889835091,4.64818069441729e-08,6.52380335653643e-07,3.20615055568376e-07,1969,"tags=97%, list=42%, signal=57%","ENST00000229725/ENST00000411774/ENST00000422978/ENST00000423382/ENST00000434496/ENST00000437432/ENST00000439648/ENST00000460116/ENST00000460245/ENST00000461380/ENST00000464056/ENST00000465061/ENST00000465161/ENST00000465246/ENST00000472801/ENST00000473226/ENST00000473255/ENST00000473972/ENST00000475767/ENST00000477637/ENST00000479695/ENST00000482297/ENST00000486127/ENST00000486872/ENST00000487340/ENST00000493354/ENST00000495201/ENST00000495464/ENST00000466720/ENST00000466841/ENST00000467620/ENST00000478758/ENST00000489619/ENST00000492929/ENST00000495330"
"GO:0046466","BP","GO:0046466","membrane lipid catabolic process",36,-0.562269658604998,-2.88509889835091,4.64818069441729e-08,6.52380335653643e-07,3.20615055568376e-07,1969,"tags=97%, list=42%, signal=57%","ENST00000229725/ENST00000411774/ENST00000422978/ENST00000423382/ENST00000434496/ENST00000437432/ENST00000439648/ENST00000460116/ENST00000460245/ENST00000461380/ENST00000464056/ENST00000465061/ENST00000465161/ENST00000465246/ENST00000472801/ENST00000473226/ENST00000473255/ENST00000473972/ENST00000475767/ENST00000477637/ENST00000479695/ENST00000482297/ENST00000486127/ENST00000486872/ENST00000487340/ENST00000493354/ENST00000495201/ENST00000495464/ENST00000466720/ENST00000466841/ENST00000467620/ENST00000478758/ENST00000489619/ENST00000492929/ENST00000495330"
"GO:0046479","BP","GO:0046479","glycosphingolipid catabolic process",36,-0.562269658604998,-2.88509889835091,4.64818069441729e-08,6.52380335653643e-07,3.20615055568376e-07,1969,"tags=97%, list=42%, signal=57%","ENST00000229725/ENST00000411774/ENST00000422978/ENST00000423382/ENST00000434496/ENST00000437432/ENST00000439648/ENST00000460116/ENST00000460245/ENST00000461380/ENST00000464056/ENST00000465061/ENST00000465161/ENST00000465246/ENST00000472801/ENST00000473226/ENST00000473255/ENST00000473972/ENST00000475767/ENST00000477637/ENST00000479695/ENST00000482297/ENST00000486127/ENST00000486872/ENST00000487340/ENST00000493354/ENST00000495201/ENST00000495464/ENST00000466720/ENST00000466841/ENST00000467620/ENST00000478758/ENST00000489619/ENST00000492929/ENST00000495330"
"GO:0046514","BP","GO:0046514","ceramide catabolic process",36,-0.562269658604998,-2.88509889835091,4.64818069441729e-08,6.52380335653643e-07,3.20615055568376e-07,1969,"tags=97%, list=42%, signal=57%","ENST00000229725/ENST00000411774/ENST00000422978/ENST00000423382/ENST00000434496/ENST00000437432/ENST00000439648/ENST00000460116/ENST00000460245/ENST00000461380/ENST00000464056/ENST00000465061/ENST00000465161/ENST00000465246/ENST00000472801/ENST00000473226/ENST00000473255/ENST00000473972/ENST00000475767/ENST00000477637/ENST00000479695/ENST00000482297/ENST00000486127/ENST00000486872/ENST00000487340/ENST00000493354/ENST00000495201/ENST00000495464/ENST00000466720/ENST00000466841/ENST00000467620/ENST00000478758/ENST00000489619/ENST00000492929/ENST00000495330"
"GO:1903509","BP","GO:1903509","liposaccharide metabolic process",36,-0.562269658604998,-2.88509889835091,4.64818069441729e-08,6.52380335653643e-07,3.20615055568376e-07,1969,"tags=97%, list=42%, signal=57%","ENST00000229725/ENST00000411774/ENST00000422978/ENST00000423382/ENST00000434496/ENST00000437432/ENST00000439648/ENST00000460116/ENST00000460245/ENST00000461380/ENST00000464056/ENST00000465061/ENST00000465161/ENST00000465246/ENST00000472801/ENST00000473226/ENST00000473255/ENST00000473972/ENST00000475767/ENST00000477637/ENST00000479695/ENST00000482297/ENST00000486127/ENST00000486872/ENST00000487340/ENST00000493354/ENST00000495201/ENST00000495464/ENST00000466720/ENST00000466841/ENST00000467620/ENST00000478758/ENST00000489619/ENST00000492929/ENST00000495330"
"GO:0043005","CC","GO:0043005","neuron projection",29,-0.620030793423502,-2.89950909497363,5.16251596898453e-08,7.2094535506869e-07,3.54311622292412e-07,1104,"tags=72%, list=23%, signal=56%","ENST00000260447/ENST00000558467/ENST00000559932/ENST00000433642/ENST00000679020/ENST00000496112/ENST00000447123/ENST00000677090/ENST00000424864/ENST00000558670/ENST00000559445/ENST00000396969/ENST00000595992/ENST00000634301/ENST00000637974/ENST00000372876/ENST00000229277/ENST00000535366/ENST00000541477/ENST00000545045/ENST00000235382"
"GO:1904062","BP","GO:1904062","regulation of cation transmembrane transport",22,-0.678068388926326,-2.91754024366224,5.48949501050311e-08,7.6279400817588e-07,3.74878318601522e-07,422,"tags=59%, list=9%, signal=54%","ENST00000297596/ENST00000396194/ENST00000550190/ENST00000235382/ENST00000430431/ENST00000414264/ENST00000594536/ENST00000598384/ENST00000599605/ENST00000600486/ENST00000602051/ENST00000612853/ENST00000628562"
"GO:0043170","BP","GO:0043170","macromolecule metabolic process",279,-0.255205653510675,-2.13600406396056,6.39537564092039e-08,8.84271493321319e-07,4.34578938809807e-07,1305,"tags=40%, list=28%, signal=31%","ENST00000537226/ENST00000650709/ENST00000496858/ENST00000520679/ENST00000329314/ENST00000619922/ENST00000633392/ENST00000634206/ENST00000612237/ENST00000620341/ENST00000620953/ENST00000631439/ENST00000632444/ENST00000632796/ENST00000632872/ENST00000633206/ENST00000369448/ENST00000616143/ENST00000274606/ENST00000270812/ENST00000374266/ENST00000243440/ENST00000471382/ENST00000478275/ENST00000558034/ENST00000314397/ENST00000322177/ENST00000395771/ENST00000613420/ENST00000544719/ENST00000614994/ENST00000599837/ENST00000484386/ENST00000626630/ENST00000628995/ENST00000630464/ENST00000630479/ENST00000396969/ENST00000595992/ENST00000510882/ENST00000243213/ENST00000371936/ENST00000377294/ENST00000607527/ENST00000593036/ENST00000634301/ENST00000637974/ENST00000221804/ENST00000250055/ENST00000538513/ENST00000378988/ENST00000398684/ENST00000492264/ENST00000372299/ENST00000617994/ENST00000412117/ENST00000625909/ENST00000626953/ENST00000628759/ENST00000525767/ENST00000529964/ENST00000563496/ENST00000612688/ENST00000440428/ENST00000576892/ENST00000614851/ENST00000620088/ENST00000621629/ENST00000313368/ENST00000396137/ENST00000527249/ENST00000470464/ENST00000475528/ENST00000486105/ENST00000494413/ENST00000495194/ENST00000412443/ENST00000416932/ENST00000419893/ENST00000420257/ENST00000421042/ENST00000421608/ENST00000423247/ENST00000426219/ENST00000448939/ENST00000452530/ENST00000454094/ENST00000456791/ENST00000457078/ENST00000457111/ENST00000457970/ENST00000302327/ENST00000564195/ENST00000371442/ENST00000332372/ENST00000598928/ENST00000282308/ENST00000634955/ENST00000647542/ENST00000529973/ENST00000357949/ENST00000626640/ENST00000370370/ENST00000300086/ENST00000333437/ENST00000235382/ENST00000643904/ENST00000644725/ENST00000527879/ENST00000302097/ENST00000620282"
"GO:0006366","BP","GO:0006366","transcription by RNA polymerase II",76,-0.430229921749738,-2.70156560416031,6.72922049579011e-08,9.25847923386295e-07,4.55011849961644e-07,1073,"tags=50%, list=23%, signal=39%","ENST00000270812/ENST00000374266/ENST00000243440/ENST00000471382/ENST00000478275/ENST00000544719/ENST00000614994/ENST00000626630/ENST00000628995/ENST00000630464/ENST00000630479/ENST00000396969/ENST00000595992/ENST00000510882/ENST00000377294/ENST00000250055/ENST00000538513/ENST00000378988/ENST00000372299/ENST00000625909/ENST00000626953/ENST00000628759/ENST00000563496/ENST00000440428/ENST00000576892/ENST00000614851/ENST00000620088/ENST00000621629/ENST00000313368/ENST00000396137/ENST00000332372/ENST00000598928/ENST00000282308/ENST00000634955/ENST00000357949/ENST00000626640/ENST00000302097/ENST00000620282"
"GO:0051098","BP","GO:0051098","regulation of binding",21,-0.683384023359536,-2.89605331068977,7.65756560082827e-08,1.04164902796455e-06,5.11922789102747e-07,47,"tags=43%, list=1%, signal=43%","ENST00000430431/ENST00000414264/ENST00000594536/ENST00000598384/ENST00000599605/ENST00000600486/ENST00000602051/ENST00000612853/ENST00000628562"
"GO:0040012","BP","GO:0040012","regulation of locomotion",30,0.627734953256482,2.7629173329732,7.77955428598071e-08,1.04164902796455e-06,5.11922789102747e-07,1169,"tags=73%, list=25%, signal=56%","ENST00000371225/ENST00000631491/ENST00000632061/ENST00000633217/ENST00000633382/ENST00000507152/ENST00000519728/ENST00000520220/ENST00000551182/ENST00000548474/ENST00000547808/ENST00000262030/ENST00000547250/ENST00000550162/ENST00000552959/ENST00000614211/ENST00000631962/ENST00000632221/ENST00000331569/ENST00000372733/ENST00000395103/ENST00000632048"
"GO:0051270","BP","GO:0051270","regulation of cellular component movement",30,0.627734953256482,2.7629173329732,7.77955428598071e-08,1.04164902796455e-06,5.11922789102747e-07,1169,"tags=73%, list=25%, signal=56%","ENST00000371225/ENST00000631491/ENST00000632061/ENST00000633217/ENST00000633382/ENST00000507152/ENST00000519728/ENST00000520220/ENST00000551182/ENST00000548474/ENST00000547808/ENST00000262030/ENST00000547250/ENST00000550162/ENST00000552959/ENST00000614211/ENST00000631962/ENST00000632221/ENST00000331569/ENST00000372733/ENST00000395103/ENST00000632048"
"GO:2000145","BP","GO:2000145","regulation of cell motility",30,0.627734953256482,2.7629173329732,7.77955428598071e-08,1.04164902796455e-06,5.11922789102747e-07,1169,"tags=73%, list=25%, signal=56%","ENST00000371225/ENST00000631491/ENST00000632061/ENST00000633217/ENST00000633382/ENST00000507152/ENST00000519728/ENST00000520220/ENST00000551182/ENST00000548474/ENST00000547808/ENST00000262030/ENST00000547250/ENST00000550162/ENST00000552959/ENST00000614211/ENST00000631962/ENST00000632221/ENST00000331569/ENST00000372733/ENST00000395103/ENST00000632048"
